web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-357,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,A little big but so cute!,"Reviewed in the United States on June 5, 2019",5.0 out of 5 stars,Verified Purchase,"These are so cute on! I loved them so much I ordered 2 pairs. The first time I got a 7 (the size I normally wear), they were just a little to big for me. The 2nd time I got a 6 1/2 and they fit great. My friend wears a 7 1/2-8 and she tried the 7’s on and they fit her perfect."
1587555567-1674,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoe,"Reviewed in the United States on October 20, 2019",5.0 out of 5 stars,Verified Purchase,These are by far the most comfortable shoes ever!!
1587555567-296,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,The best shoes!,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,"These are the most comfortable and lightweight Adidas that I own. I LOVE them. I’m prone to a few back of the heel blisters when I get a new pair of shoes, and these didn’t give me any."
1587555567-3606,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on July 23, 2018",5.0 out of 5 stars,null,Very comfortable bought at a great price on Amazon prime day ! True to size
1587555567-3195,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them!,"Reviewed in the United States on July 3, 2019",5.0 out of 5 stars,Verified Purchase,Perfect fit and great shoe for bootcamp  and running.
1587555567-593,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Shoes,"Reviewed in the United States on February 18, 2020",4.0 out of 5 stars,Verified Purchase,"I like the shoes. They are comfortable and came at a good price and therefore I would buy again. I would definitely not do any heaving running or exercise in these shoes as the padding isn’t that thick but they are still comfy. Also, the package the shoes came in was all smashed and looked used but the shoes themselves were fine."
1587555567-392,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super Comfy and lightweight,"Reviewed in the United States on January 7, 2020",4.0 out of 5 stars,Verified Purchase,"I ordered these for my daughter and had to send the first pair back as they were too small. All shoes and brands run different so it is no biggie, but I would suggest checking the measurements and possibly ordering up a size. They are very light weight and comfy and the colors match mostly anything. Great shoes."
1587555567-1102,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Size way down,"Reviewed in the United States on July 19, 2019",5.0 out of 5 stars,Verified Purchase,"I purchased these for an upcoming trip as I wanted something light weight that could be worn with a variety of outfits. I think I found the perfect shoe. Based on reviews, I ordered a sz6 and sz6.5. I normally wear a sz7 in regular shoes and sz7.5 in running shoes.  The sz6 fit perfectly so definitely size way down.  Can’t wait to wear them."
1587555567-3108,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfort,"Reviewed in the United States on January 12, 2020",5.0 out of 5 stars,Verified Purchase,Super COMFORTABLE!!!!
1587555567-2137,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great purchase,"Reviewed in the United States on November 24, 2019",5.0 out of 5 stars,Verified Purchase,"Love them! Fit perfect, true to size. Super comfortable and light weight."
1587555567-2752,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587555567-2710,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fitting shoe,"Reviewed in the United States on March 5, 2020",5.0 out of 5 stars,Verified Purchase,These are super comfortable😃
1587555567-1595,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Can’t Return!,"Reviewed in the United States on September 8, 2019",1.0 out of 5 stars,Verified Purchase,"I really wanted to like this shoe, but the front tongue piece comes up too high and rubs the front of my ankle when I tried them on. I meant to return them but I was out of town and now the return deadline has passed. So bummed, waste of money!"
1587555567-3106,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great,"Reviewed in the United States on February 8, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable and stylish!
1587555567-2881,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,These shoes are so lightweight and so comfortable!
1587555567-1814,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Best Shoes!,"Reviewed in the United States on March 21, 2020",5.0 out of 5 stars,Verified Purchase,Comfiest sneakers ever! I’m tempted to buy a few more pair in different colors. At the end of the day I was actually sad to take them off.
1587555567-575,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super comfy,"Reviewed in the United States on September 20, 2019",5.0 out of 5 stars,Verified Purchase,Most comfortable shoes ever. Also really light on me feet. I got the white & black pair- they look identical to the picture.
1587555567-3011,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Large,"Reviewed in the United States on May 19, 2019",2.0 out of 5 stars,Verified Purchase,"Cute, comfy but huge. Ordered my usual size but they were so big, I can’t even wear them"
1587555567-1172,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Excellence,"Reviewed in the United States on January 18, 2020",5.0 out of 5 stars,Verified Purchase,Perfect
1587555567-2500,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very Comfortable,"Reviewed in the United States on March 7, 2019",5.0 out of 5 stars,Verified Purchase,"Great shoe, very comfortable. Initially, I thought the shoe felt stiff and I wouldn't like it, but once I put them on and felt how comfortable they were, I fell in love."
1587555567-2574,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable!,"Reviewed in the United States on January 27, 2020",5.0 out of 5 stars,Verified Purchase,"I love these shoes! Very comfortable, fit perfect, and really cute."
1587555567-3131,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on August 29, 2019",5.0 out of 5 stars,Verified Purchase,Great shoes I will be ordering more
1587555567-1432,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,There is no tongue,"Reviewed in the United States on April 16, 2019",4.0 out of 5 stars,Verified Purchase,Very comfortable but a little big.
1587555567-1293,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,addidas shoes,"Reviewed in the United States on September 16, 2019",5.0 out of 5 stars,Verified Purchase,I really like them!
1587555567-2696,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Love them,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Love the look and so comfortable. Priced right too
1587555567-1395,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Favorite shoes,"Reviewed in the United States on January 12, 2020",5.0 out of 5 stars,Verified Purchase,"I have this shoe in white, loved them so much I got them in black so I could have a pair for work"
1587555567-2865,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy shoes,"Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587555567-507,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Most comfortable pair of shoes I’ve ever owned!,"Reviewed in the United States on May 6, 2019",5.0 out of 5 stars,Verified Purchase,"I got two pairs of these shoes; different colors. They fit as expected and are so very comfortable. I did not have to break them in at all. I love them. I highly recommend them - maybe not for running, but definitely for walking and everyday wear."
1587555567-1158,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on January 27, 2020",5.0 out of 5 stars,Verified Purchase,"So comfortable. Easy to slip on. I don’t use them for running and don’t think they would be supportive for running, but everybody is different."
1587555567-1302,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,amazing,"Reviewed in the United States on February 5, 2020",4.0 out of 5 stars,Verified Purchase,amazing gift
1587555567-81,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dual Function Dope Shoes,"Reviewed in the United States on December 19, 2019",5.0 out of 5 stars,Verified Purchase,"I loooove these shoes! I have white and black version, also. My profession has me standing, lifting, and carrying items all day. Think working out for 6-8 hours several times a week. They really help absorb a lot of the impact. I can even fit insoles in them for high arch support. My feet have yet to hurt wearing these shoes all day. Great buy for fashion and true function."
1587555567-1979,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great fit and comfort in a great color,"Reviewed in the United States on September 29, 2018",5.0 out of 5 stars,Verified Purchase,As advertised
1587555567-565,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on January 31, 2020",5.0 out of 5 stars,Verified Purchase,The most comfortable shoes I own! So glad I bought them. It’s like not wearing anything at all.
1587555567-1786,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very good shoe,"Reviewed in the United States on January 17, 2020",5.0 out of 5 stars,Verified Purchase,I have enjoyed these shoes and they fit perfectly
1587555567-1047,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Buy them, Just do it!","Reviewed in the United States on September 21, 2018",5.0 out of 5 stars,Verified Purchase,"I love these soo much! Super comfortable and true to size might be a bit big but I don't mind.  My new fav running shoe, buh-by nike!"
1587555567-2293,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fits well,"Reviewed in the United States on September 10, 2018",4.0 out of 5 stars,Verified Purchase,"I like that they’re very light. Only thing is i dont like the back tab, kind of sticks out weird.."
1587555567-994,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,love these sneakers,"Reviewed in the United States on February 18, 2020",5.0 out of 5 stars,Verified Purchase,comfortable and cute - love them
1587555567-2379,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Lightweight,"Reviewed in the United States on December 11, 2019",5.0 out of 5 stars,Verified Purchase,Comfortable and lightweight
1587555567-2086,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great stuff!,"Reviewed in the United States on August 16, 2018",5.0 out of 5 stars,Verified Purchase,Love them!
1587555567-2747,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,My favorite shoes!!!,"Reviewed in the United States on August 27, 2019",5.0 out of 5 stars,Verified Purchase,This is my second pair and I love them just as much as my first pair!
